"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","qind_cv","pglobal_cv","qglobal_cv","Extreme"
"TCF7L1",1,3,0,0,1,1.01359852967099,0,0,3.44823781212995,0.987393038483888,0.41900880048208,0.711306961778273,0.241454905422509,0.998464531440313,0.830632506380491,0.897011581701568,1,0.474322065635173,0.999999999917176,FALSE
"TSPAN32",7,2,0,0,0,0.331640151796073,0,0,0,0.12062813536201,0.218580454602941,0.171750854161503,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.47432611578564,0.999999999917176,FALSE
"ZP1",2,14,1,1,0,2.64000635507413,3.24586473432527,3.24586473432527,0,0.0762973544081423,0.217193447693737,0.171823084353031,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.474453349277263,0.999999999917176,FALSE
"TBCD",1,6,1,0,1,1.9255706186165,2.17462671825685,2.17462671825685,2.96403383845468,0.365213734256813,0.537186233979212,0.628992157117402,0.273188580325584,0.776593777775816,0.830632506380491,0.896241183646578,1,0.474471648916416,0.999999999917176,FALSE
"LMO4",1,3,1,0,0,3.13771589238098,9.34662251330597,9.34662251330597,0,0.185366606482532,0.12060245960473,0.17184162046914,1,0.71981961360633,0.830632506380491,0.896241183646578,1,0.474485995751758,0.999999999917176,FALSE
"PECR",1,6,0,1,0,3.5888801521432,3.71288807069278,3.71288807069278,0,0.0716583180795398,0.320869740692105,0.171893397480653,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.474577176694802,0.999999999917176,FALSE
"FBF1",1,2,1,0,1,0.590359988174966,1.94202648216315,1.94202648216315,3.02912240072586,0.576408798116202,0.594419192337471,0.640386051970946,0.268449913633696,0.873109842708571,0.830632506380491,0.896241183646578,1,0.474609193587363,0.999999999917176,FALSE
"PHLPP2",2,8,2,0,1,1.50013600851896,3.05800594886598,3.05800594886598,2.1304923350957,0.516426062506312,0.239260069754389,0.487497535963301,0.352688599054152,0.850908831141514,0.830632506380491,0.896241183646578,1,0.47465011710639,0.999999999917176,FALSE
"DAPK1",3,8,0,1,2,1.01611914489608,1.07735539888331,1.07735539888331,2.76323147586922,0.978311733988954,0.946675263831968,0.997752305182036,0.172410715697698,0.996919302236643,0.959406775475719,0.998219831122924,1,0.474805675142475,0.999999999917176,FALSE
"SLC6A16",1,9,0,0,0,2.61670490280998,0,0,0,0.144837694391108,0.405314566433581,0.172164875490188,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.475055002837824,0.999999999917176,FALSE
"ZNF256",1,10,2,0,0,2.75464904456042,4.85540513810863,4.85540513810863,0,0.116553162625571,0.120854482271777,0.172220359124483,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.475152606405089,0.999999999917176,FALSE
"NCOA4",0,5,1,0,0,4.27035011143531,5.85898577620226,5.85898577620226,0,0.0847788966882015,0.21710690323173,0.172534530855502,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.475704941953787,0.999999999917176,FALSE
"OR6B1",10,11,1,0,1,0.824021835976836,1.22726835737136,1.22726835737136,4.31617224979246,0.646180098813112,0.848589900185188,0.864353626236108,0.199776849789416,0.904491210314134,0.885789102612828,0.92071645299167,1,0.475956707243665,0.999999999917176,FALSE
"RHCG",4,9,0,1,1,1.4106465699459,1.3628461091601,1.3628461091601,3.99100826305402,0.519871775654269,0.783517110088924,0.8084737105544,0.213597850384336,0.852013308398501,0.847027084091956,0.910797007656153,1,0.475974976448703,0.999999999917176,FALSE
"SPSB2",0,1,1,0,0,1.66652792681921,18.9995359128193,18.9995359128193,0,0.698238034459196,0.0609600668488582,0.172726019094833,1,0.92221747681407,0.830632506380491,0.896241183646578,1,0.476041310800399,0.999999999917176,FALSE
"CCDC158",3,10,0,0,0,1.06815498535128,0,0,0,0.907051251913753,0.0834102158709719,0.172730078184158,1,0.982151344102627,0.830632506380491,0.896241183646578,1,0.476048438711012,0.999999999917176,FALSE
"MYBL2",4,12,0,0,0,1.62741749593789,0,0,0,0.331311841719733,0.17913998286693,0.172742808738564,1,0.764705168879566,0.830632506380491,0.896241183646578,1,0.476070793415532,0.999999999917176,FALSE
"SMIM8",0,3,0,0,0,5.61936728818256,0,0,0,0.0726369829185081,0.718090681712791,0.172802180789172,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.476175037651632,0.999999999917176,FALSE
"F5",11,43,5,0,2,1.35183614205717,1.28675012351218,1.28675012351218,1.91405382856743,0.335123450395196,0.640053714275088,0.62740924171598,0.275597775926636,0.765936110688865,0.830632506380491,0.896241183646578,1,0.476368840489331,0.999999999917176,FALSE
"GOLGA6L6",0,0,0,0,0,0,0,0,0,0.0765098803794892,0.330035843519208,0.172969902706347,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.476469410188871,0.999999999917176,FALSE
"BCL3",0,4,0,0,0,4.88770250905323,0,0,0,0.0733640325835326,0.721274445817996,0.172981568345387,1,0.711589773086314,0.830719518853452,0.896241183646578,1,0.476489878765229,0.999999999917176,FALSE
"PEX12",0,5,0,0,0,4.25771776111904,0,0,0,0.085451636043284,0.636177118315049,0.173004258391307,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.476529688556287,0.999999999917176,FALSE
"MCM3",2,9,0,0,0,2.17596043337599,0,0,0,0.195230197808759,0.300117016472794,0.173195037500984,1,0.721728257232228,0.830632506380491,0.896241183646578,1,0.476864293728557,0.999999999917176,FALSE
"ALKBH8",0,3,1,0,1,1.38020548144354,3.13511304624629,3.13511304624629,3.37892086361213,0.742580095882797,0.403833491046771,0.705767807819266,0.245541120256453,0.938877872644231,0.830632506380491,0.896401376337368,1,0.477039564680918,0.999999999917176,FALSE
"ANXA3",2,7,0,0,0,2.24341533450101,0,0,0,0.201761795127819,0.285634095759472,0.173347489833515,1,0.723928177687259,0.830632506380491,0.896241183646578,1,0.477131526956766,0.999999999917176,FALSE
"ABRACL",1,3,0,0,0,4.86886249174043,0,0,0,0.0712771395134361,0.705912063225505,0.173351677076665,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.477138864870129,0.999999999917176,FALSE
"ARMC3",4,26,2,1,0,2.2316775695673,1.59480468244578,1.59480468244578,0,0.0633205417921381,0.526369147271473,0.173368023760888,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.477167510567193,0.999999999917176,FALSE
"OPN1SW",2,7,0,0,0,2.77090993672065,0,0,0,0.105942684678393,0.477599130158869,0.173368463251257,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.47716828070259,0.999999999917176,FALSE
"AK9",3,8,0,0,0,0.705402141594901,0,0,0,0.560481193455844,0.0613598929578061,0.173377486577892,1,0.86691680320147,0.830632506380491,0.896241183646578,1,0.477184092368818,0.999999999917176,FALSE
"FTSJ3",1,4,1,0,1,1.42710073100237,2.34062745015515,2.34062745015515,3.7757940718901,0.655002088391923,0.502141370284111,0.77504165039501,0.223841876026262,0.907090348968478,0.830632506380491,0.904718529097359,1,0.477375565834347,0.999999999917176,FALSE
"XXYLT1",1,7,1,0,0,3.1709631997394,5.39250528138256,5.39250528138256,0,0.0927838219877669,0.218114899487824,0.173535548990863,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.477460990587072,0.999999999917176,FALSE
"HR",9,13,0,0,0,0.771766191359669,0,0,0,0.534632610883092,0.0632497672253651,0.173570815483706,1,0.856952579344934,0.830632506380491,0.896241183646578,1,0.477522751780399,0.999999999917176,FALSE
"PLG",6,28,3,1,1,1.6946824363021,1.51496627308443,1.51496627308443,1.60876407873386,0.178127727489003,0.512301093538337,0.403448026330879,0.430496920600158,0.714313375974737,0.830632506380491,0.896241183646578,1,0.47771940239441,0.999999999917176,FALSE
"ZNF724",0,0,0,0,0,0,0,0,0,0.0731428204295717,0.37992657828543,0.173694352637373,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.47773904233623,0.999999999917176,FALSE
"APOO",1,0,1,0,0,0,3.65798341625137,3.65798341625137,0,0.159788188489838,0.325729495742395,0.17374992015085,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.477836302053811,0.999999999917176,FALSE
"TLR9",3,6,2,0,0,1.04309280729073,5.96618907323486,5.96618907323486,0,0.945958257678321,0.0693014349929855,0.173824209134749,1,0.990521133681491,0.830632506380491,0.896241183646578,1,0.477966302167055,0.999999999917176,FALSE
"FHAD1",0,0,0,0,0,0,0,0,0,0.0751348817945656,0.35308023806367,0.1738626556234,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.478033568151319,0.999999999917176,FALSE
"GABBR2",6,15,0,0,0,1.18393259670005,0,0,0,0.70309127922388,0.0921737216695798,0.173877230605042,1,0.923738686008894,0.830632506380491,0.896241183646578,1,0.478059066319617,0.999999999917176,FALSE
"COL20A1",6,17,2,0,2,1.24592940356713,1.21821284548314,1.21821284548314,2.4897527484219,0.610952380922678,0.807763568845974,0.876611900350584,0.198365258172851,0.890596144877826,0.859007371442227,0.922952346196727,1,0.478080260518061,0.999999999917176,FALSE
"ENPP2",4,18,1,1,1,1.71637495612101,1.09481179799019,1.09481179799019,1.98366128735874,0.246097768283993,0.913237045478259,0.467930314574675,0.371652191875743,0.736576987930968,0.933097414043188,0.896241183646578,1,0.478111714622305,0.999999999917176,FALSE
"DPY19L3",1,9,0,0,0,2.0679047453318,0,0,0,0.278658038038307,0.257788250645554,0.173969154678076,1,0.74880336441674,0.830632506380491,0.896241183646578,1,0.478219854531573,0.999999999917176,FALSE
"CDIN1",0,5,0,0,0,3.62361716332618,0,0,0,0.128965503571462,0.475426876687256,0.174034768586677,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.478334592832893,0.999999999917176,FALSE
"NDUFAF3",1,4,0,0,0,3.9472118111251,0,0,0,0.0836209386537327,0.602824566014601,0.174046162056223,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.478354513943511,0.999999999917176,FALSE
"KRTAP12-1",0,1,1,0,0,1.27033714493215,18.4428293932338,18.4428293932338,0,0.854011882224554,0.0629963901045992,0.174069901998007,1,0.972311170036617,0.830632506380491,0.896241183646578,1,0.478396020062883,0.999999999917176,FALSE
"SLFN14",0,0,0,0,0,0,0,0,0,0.0698359863809492,0.445519973152728,0.174094798220629,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.478439544306891,0.999999999917176,FALSE
"ZNF280B",4,7,2,0,1,0.758924119763875,1.8686381915166,1.8686381915166,2.584526843182,0.630432727604601,0.472572972497189,0.571854460240824,0.304490373317587,0.898227574230741,0.830632506380491,0.896241183646578,1,0.478490902388771,0.999999999917176,FALSE
"TNN",23,72,10,1,1,1.31580628558007,1.72764376296806,1.72764376296806,0.871552803928696,0.230460754805111,0.147288053113517,0.281141896560884,0.619466023494206,0.732594518500416,0.830632506380491,0.896241183646578,1,0.478549761912895,0.999999999917176,FALSE
"PEX5L",7,19,1,0,1,1.0891651992391,0.324733934670293,0.324733934670293,1.35472646945714,0.835064569225785,0.218849560605225,0.361566006154461,0.481779510085854,0.965964408996068,0.830632506380491,0.896241183646578,1,0.478614846813724,0.999999999917176,FALSE
"GPR12",9,4,1,0,0,0.374994622377486,1.36974952279629,1.36974952279629,0,0.0770797153396461,0.77334149293361,0.174233660241533,1,0.711589773086314,0.842179131735954,0.896241183646578,1,0.478682241321142,0.999999999917176,FALSE
"ANKRD36C",0,0,0,0,0,0,0,0,0,0.0774748649922059,0.328263306463474,0.174276114449543,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.478756418849554,0.999999999917176,FALSE
"UBXN7",1,6,0,0,0,2.92846337206399,0,0,0,0.131670943342171,0.425004216934012,0.174321709213334,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.478836072152884,0.999999999917176,FALSE
"AFAP1L2",0,7,2,0,0,3.310488901435,6.24160942469106,6.24160942469106,0,0.134737258508764,0.0968272875735963,0.174346105216084,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.478878686671182,0.999999999917176,FALSE
"PSMD13",0,4,0,0,0,4.41093494237909,0,0,0,0.0945325950742791,0.583402657741036,0.17438349036692,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.478943983786385,0.999999999917176,FALSE
"DISC1",6,14,0,0,0,1.02144600645952,0,0,0,0.962535072567858,0.0729013867346167,0.174388687566751,1,0.99426843207037,0.830632506380491,0.896241183646578,1,0.478953060610323,0.999999999917176,FALSE
"FOXP1",2,7,0,1,1,1.65216662557954,1.56805138900524,1.56805138900524,3.47833268099227,0.43186859941239,0.703932804106383,0.72751826260782,0.239722591962182,0.807665910117232,0.830632506380491,0.898540093668183,1,0.478977294136376,0.999999999917176,FALSE
"C12orf42",0,5,1,0,1,1.96278829335203,3.92370423713053,3.92370423713053,2.5313429951094,0.442767625195175,0.325517663201437,0.563598021152012,0.309452523610872,0.811245543476724,0.830632506380491,0.896241183646578,1,0.478984744765721,0.999999999917176,FALSE
"COL14A1",13,50,4,1,1,1.42765126220267,0.850308421733555,0.850308421733555,0.926596563848135,0.217978481989392,0.751434475362061,0.290625799305277,0.600275557498561,0.729144884976206,0.834078377920366,0.896241183646578,1,0.479069844860461,0.999999999917176,FALSE
"CPVL",4,5,1,0,1,0.757942310811125,0.928159159359669,0.928159159359669,4.47892025621368,0.653354679069517,0.944843487105103,0.902261972127806,0.193507359363196,0.906606155388031,0.958055640768912,0.930492462641975,1,0.4793120904014,0.999999999917176,FALSE
"ZNF254",1,7,3,0,0,1.85266515082679,5.16881173341504,5.16881173341504,0,0.381412486048995,0.0619134471569782,0.174637842762596,1,0.784299004637884,0.830632506380491,0.896241183646578,1,0.479388024441334,0.999999999917176,FALSE
"TUBE1",1,0,0,0,0,0,0,0,0,0.0767600311294837,0.422499031859741,0.174860548207111,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.479776512613661,0.999999999917176,FALSE
"TTC28",0,0,0,0,0,0,0,0,0,0.0703385947593793,0.444706307975721,0.1749834409218,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.479990765636775,0.999999999917176,FALSE
"HIRA",1,8,0,0,0,2.57594584910234,0,0,0,0.160751298175014,0.377680262175258,0.175030047346261,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.480071997408087,0.999999999917176,FALSE
"CLOCK",1,2,0,1,1,0.535940881131528,1.61663083492183,1.61663083492183,2.97934479548294,0.508715066423885,0.695519696597752,0.643568187740989,0.272059035350199,0.846580818948763,0.830632506380491,0.896241183646578,1,0.480173929083717,0.999999999917176,FALSE
"PLAUR",0,4,0,0,0,4.62166372203354,0,0,0,0.0843597652776338,0.642543690503536,0.175137341659994,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.480258956803508,0.999999999917176,FALSE
"ZNF529",0,1,0,0,1,0.403334004491403,0,0,2.88329601335106,0.474755792277043,0.427520375093662,0.627125171197034,0.279302050011537,0.828526682807707,0.830632506380491,0.896241183646578,1,0.480293806794861,0.999999999917176,FALSE
"MROH2A",0,0,0,0,0,0,0,0,0,0.0730212880113548,0.395290689123671,0.175181246512271,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.480335441667187,0.999999999917176,FALSE
"PROSER1",2,11,2,0,0,2.42700884356288,4.36233699568465,4.36233699568465,0,0.122637784222234,0.131388327676355,0.175314975166141,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.480568337146305,0.999999999917176,FALSE
"FAXDC2",1,0,0,0,0,0,0,0,0,0.0747804012184541,0.453101763349363,0.175337904324768,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.480608259234477,0.999999999917176,FALSE
"KLHL28",2,4,1,0,1,0.857921021033181,2.11684524685085,2.11684524685085,3.65774634841839,0.834323724803351,0.538818898982825,0.762820566923907,0.229887013354462,0.965662940608854,0.830632506380491,0.902688248870572,1,0.48065115243711,0.999999999917176,FALSE
"OBSL1",10,16,0,0,0,0.870281000740489,0,0,0,0.720317138285749,0.0620989664191718,0.175396201582187,1,0.930400439895931,0.830632506380491,0.896241183646578,1,0.480709747417733,0.999999999917176,FALSE
"ABCF1",3,3,1,0,1,0.578499395890765,1.06752621767618,1.06752621767618,3.45148095545216,0.456931978820954,0.953180743620086,0.727229461692841,0.241267029423555,0.818539347279738,0.964524548151847,0.898540093668183,1,0.480814684942244,0.999999999917176,FALSE
"GFRA3",6,3,0,0,0,0.37588925523124,0,0,0,0.130688488495756,0.190625166633313,0.175463286859987,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.480826510460052,0.999999999917176,FALSE
"OR10S1",13,13,0,0,0,0.592438460618314,0,0,0,0.170771704315238,0.149219491080741,0.175511456657287,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.480910334972794,0.999999999917176,FALSE
"TXNL1",2,0,0,0,0,0,0,0,0,0.0795877405661773,0.432280209522618,0.175720549369193,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.481274042446314,0.999999999917176,FALSE
"HOXA9",2,7,0,0,0,2.91944299828807,0,0,0,0.0889919814765397,0.568639968095837,0.175886974869633,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.481563354361315,0.999999999917176,FALSE
"MAOB",3,2,0,0,0,0.29977443414208,0,0,0,0.135766882176474,0.156150580267655,0.175934595168883,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.481646107884888,0.999999999917176,FALSE
"ASIP",4,0,0,0,0,0,0,0,0,0.072576437975296,0.562521799494858,0.175951847228118,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.481676084958521,0.999999999917176,FALSE
"TMEM131",2,11,0,0,0,1.63964211340272,0,0,0,0.401289228526793,0.180102541818638,0.175995551448494,1,0.792678229376116,0.830632506380491,0.896241183646578,1,0.481752017577133,0.999999999917176,FALSE
"PPP6R1",0,3,2,0,0,1.59356281524423,7.79130397164587,7.79130397164587,0,0.632865051583363,0.0653682749920869,0.176073551160715,1,0.899188384846757,0.830632506380491,0.896241183646578,1,0.481887508927019,0.999999999917176,FALSE
"XCL1",2,6,0,0,0,2.94421717891607,0,0,0,0.0997561323880941,0.507568308626471,0.176365755655357,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.482394782985265,0.999999999917176,FALSE
"MYO5C",5,5,3,0,0,0.424325150160072,1.43922647395378,1.43922647395378,0,0.147870609982634,0.610566608755051,0.176567550081099,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.482744820320274,0.999999999917176,FALSE
"TMPRSS15",7,38,3,2,1,1.72963479179225,1.38225373527064,1.38225373527064,0.989306092838354,0.126730345125616,0.571733183552983,0.304618757955197,0.579681462247969,0.711589773086314,0.830632506380491,0.896241183646578,1,0.482769611407506,0.999999999917176,FALSE
"GINS1",0,0,1,0,0,0,7.10263831963221,7.10263831963221,0,0.30070953967547,0.177504813878754,0.176623435809419,1,0.756350966017346,0.830632506380491,0.896241183646578,1,0.482841720222275,0.999999999917176,FALSE
"CBX4",1,5,0,0,0,3.62995042534456,0,0,0,0.0830416920992998,0.627447878963336,0.177032101507052,1,0.711589773086314,0.830632506380491,0.896241183646578,1,0.483549765951069,0.999999999917176,FALSE
"FRMPD2",13,22,1,5,1,0.756023886766256,1.38439090020952,1.38439090020952,1.55378717579882,0.413350437806371,0.512920638406773,0.401727328417747,0.440680146477238,0.798691070604162,0.830632506380491,0.896241183646578,1,0.483551768207773,0.999999999917176,FALSE
